epoch,lr,train_loss,val_loss,pseudo_dice
289,0.0046,0.6366,0.7173,0.7832
290,0.00458,0.6958,0.7615,0.7873
291,0.00456,0.6878,0.6765,0.8066
292,0.00454,0.6437,0.7377,0.7352
293,0.00452,0.7127,0.6196,0.8019
294,0.0045,0.6841,0.7651,0.7602
295,0.00448,0.6797,0.6652,0.7971
296,0.00446,0.6424,0.6647,0.7794
297,0.00444,0.7233,0.701,0.7935
298,0.00442,0.6606,0.6874,0.8051
299,0.0044,0.6479,0.7142,0.8099
300,0.00438,0.6581,0.7733,0.7981
301,0.00436,0.6577,0.7534,0.7881
302,0.00434,0.6182,0.7475,0.8069
303,0.00432,0.6862,0.6369,0.8111
304,0.0043,0.6362,0.7153,0.7934
305,0.00429,0.6947,0.7782,0.7674
306,0.00427,0.6986,0.7428,0.7837
307,0.00425,0.7044,0.6789,0.8076
308,0.00423,0.6817,0.564,0.8262
309,0.00421,0.6989,0.7507,0.7976
310,0.00419,0.667,0.7005,0.8121
311,0.00417,0.7072,0.686,0.792
312,0.00415,0.6668,0.6686,0.7851
313,0.00413,0.7296,0.6788,0.7947
314,0.00411,0.6603,0.6183,0.7813
315,0.00409,0.6387,0.6782,0.7697
316,0.00407,0.6548,0.7615,0.7424
317,0.00405,0.6255,0.6961,0.798
318,0.00403,0.6891,0.6982,0.7677
319,0.00401,0.6648,0.675,0.7982
320,0.00399,0.6748,0.6772,0.7998
321,0.00397,0.6575,0.6749,0.8004
322,0.00395,0.6428,0.6486,0.816
323,0.00393,0.6596,0.7356,0.745
324,0.00391,0.6134,0.6267,0.8002
325,0.00389,0.6284,0.6185,0.8183
326,0.00387,0.6744,0.5949,0.7973
327,0.00385,0.6283,0.7099,0.7577
328,0.00383,0.6989,0.5929,0.8117
329,0.00381,0.6653,0.6765,0.8013
330,0.00379,0.6508,0.5463,0.8181
331,0.00377,0.646,0.6899,0.797
332,0.00375,0.652,0.6716,0.8156
333,0.00373,0.6872,0.7041,0.7804
334,0.00371,0.6528,0.6183,0.8182
335,0.00369,0.6633,0.688,0.8186
336,0.00367,0.631,0.6709,0.8002
337,0.00365,0.6662,0.6286,0.8015
338,0.00363,0.6644,0.6431,0.7784
339,0.00361,0.6967,0.6547,0.8123
340,0.00359,0.6099,0.7846,0.7867
341,0.00357,0.6664,0.7849,0.8013
342,0.00355,0.6399,0.6818,0.7822
343,0.00353,0.6368,0.6008,0.8158
344,0.00351,0.622,0.6938,0.8025
345,0.00349,0.5953,0.7581,0.7846
346,0.00346,0.6461,0.6176,0.7804
347,0.00344,0.6468,0.683,0.811
348,0.00342,0.6553,0.593,0.8314
349,0.0034,0.641,0.6565,0.7936
350,0.00338,0.6858,0.745,0.7529
351,0.00336,0.6177,0.7165,0.7929
352,0.00334,0.6124,0.5809,0.8112
353,0.00332,0.6031,0.7332,0.7841
354,0.0033,0.6172,0.7399,0.7891
355,0.00328,0.6192,0.7283,0.802
356,0.00326,0.599,0.7989,0.7703
357,0.00324,0.6728,0.6686,0.7913
358,0.00322,0.6495,0.6728,0.8136
359,0.0032,0.6853,0.5296,0.83
360,0.00318,0.6577,0.6421,0.7847
361,0.00316,0.5951,0.613,0.7862
362,0.00314,0.6532,0.783,0.7801
363,0.00312,0.6627,0.6654,0.7786
364,0.0031,0.6174,0.7237,0.7981
365,0.00308,0.6281,0.6699,0.7959
366,0.00306,0.6151,0.7723,0.7721
367,0.00304,0.6139,0.7121,0.8175
368,0.00302,0.6098,0.5835,0.8441
369,0.003,0.5925,0.6038,0.8215
370,0.00297,0.6251,0.7112,0.7998
371,0.00295,0.6137,0.6772,0.8102
372,0.00293,0.6539,0.6134,0.8276
373,0.00291,0.588,0.6808,0.8114
374,0.00289,0.6033,0.6151,0.8016
375,0.00287,0.596,0.581,0.8188
376,0.00285,0.5986,0.5857,0.8117
377,0.00283,0.6181,0.667,0.8147
378,0.00281,0.6451,0.7052,0.8047
379,0.00279,0.6195,0.699,0.7656
380,0.00277,0.6587,0.5614,0.8466
381,0.00275,0.6315,0.8367,0.7701
382,0.00273,0.681,0.7111,0.7652
383,0.00271,0.6226,0.5989,0.8252
384,0.00268,0.6009,0.6929,0.7858
385,0.00266,0.6075,0.7654,0.7897
386,0.00264,0.668,0.7142,0.7695
387,0.00262,0.6654,0.602,0.8151
388,0.0026,0.5921,0.7132,0.7733
389,0.00258,0.6317,0.6793,0.8001
390,0.00256,0.6082,0.6508,0.809
391,0.00254,0.6074,0.5883,0.8286
392,0.00252,0.6232,0.6679,0.8244
393,0.0025,0.63,0.5796,0.8039
394,0.00248,0.6035,0.6526,0.8088
395,0.00245,0.6371,0.6674,0.8302
396,0.00243,0.6051,0.6159,0.8128
397,0.00241,0.6062,0.6451,0.8201
398,0.00239,0.6461,0.6639,0.8051
399,0.00237,0.657,0.6419,0.7824
400,0.00235,0.6535,0.5688,0.8234
401,0.00233,0.6426,0.66,0.8091
402,0.00231,0.6011,0.619,0.818
403,0.00229,0.6134,0.5684,0.8356
404,0.00226,0.5669,0.6638,0.8218
405,0.00224,0.6389,0.6465,0.8078
406,0.00222,0.6169,0.7389,0.7896
407,0.0022,0.5484,0.6691,0.8364
408,0.00218,0.564,0.5559,0.8137
409,0.00216,0.5768,0.7003,0.8128
410,0.00214,0.5784,0.6188,0.8164
411,0.00212,0.6262,0.662,0.8198
412,0.00209,0.5851,0.6576,0.8119
413,0.00207,0.5648,0.6035,0.8271
414,0.00205,0.5736,0.5343,0.8419
415,0.00203,0.5727,0.735,0.8283
416,0.00201,0.6167,0.635,0.8211
417,0.00199,0.5963,0.6201,0.8188
418,0.00196,0.6047,0.5911,0.8278
419,0.00194,0.6076,0.6057,0.8368
420,0.00192,0.586,0.6675,0.7795
421,0.0019,0.5919,0.6369,0.8235
422,0.00188,0.6292,0.7075,0.8013
423,0.00186,0.5869,0.6567,0.8285
424,0.00184,0.5961,0.6424,0.8081
425,0.00181,0.6274,0.6961,0.7945
426,0.00179,0.6261,0.7407,0.804
427,0.00177,0.5678,0.6539,0.8174
428,0.00175,0.5589,0.6708,0.7862
429,0.00173,0.5835,0.7327,0.7623
430,0.0017,0.5839,0.7032,0.8054
431,0.00168,0.5749,0.7619,0.8018
432,0.00166,0.5818,0.6723,0.8035
433,0.00164,0.5624,0.8261,0.7813
434,0.00162,0.5888,0.7881,0.7942
435,0.00159,0.594,0.791,0.7871
436,0.00157,0.5568,0.6253,0.8303
437,0.00155,0.5801,0.597,0.824
438,0.00153,0.5993,0.5464,0.8381
439,0.00151,0.5543,0.6015,0.8314
440,0.00148,0.6028,0.7084,0.7698
441,0.00146,0.6125,0.7028,0.8096
442,0.00144,0.5795,0.6476,0.8371
443,0.00142,0.6106,0.6356,0.8228
444,0.00139,0.5581,0.7865,0.7935
445,0.00137,0.5881,0.636,0.8067
446,0.00135,0.5926,0.7551,0.7542
447,0.00133,0.5587,0.592,0.8256
448,0.0013,0.5851,0.6021,0.8086
449,0.00128,0.55,0.6626,0.8094
450,0.00126,0.5434,0.5878,0.8459
451,0.00124,0.5704,0.628,0.8114
452,0.00121,0.5544,0.6528,0.8349
453,0.00119,0.5519,0.5467,0.8445
454,0.00117,0.5641,0.6656,0.8094
455,0.00115,0.5824,0.6482,0.8135
456,0.00112,0.5621,0.7159,0.8238
457,0.0011,0.5566,0.599,0.8391
458,0.00108,0.61,0.8118,0.7975
459,0.00105,0.5911,0.6161,0.8091
460,0.00103,0.6439,0.6237,0.8424
461,0.00101,0.5651,0.5781,0.8516
462,0.00098,0.523,0.6426,0.8417
463,0.00096,0.5501,0.6369,0.8242
464,0.00094,0.5963,0.7296,0.8401
465,0.00091,0.5935,0.7036,0.8223
466,0.00089,0.562,0.6012,0.7972
467,0.00087,0.5552,0.5728,0.8233
468,0.00084,0.5633,0.6041,0.8454
469,0.00082,0.5611,0.5539,0.8437
470,0.00079,0.5566,0.5575,0.8595
471,0.00077,0.5592,0.7142,0.8071
472,0.00075,0.5508,0.6244,0.7998
473,0.00072,0.5424,0.5697,0.8401
474,0.0007,0.5334,0.5393,0.8358
475,0.00067,0.5711,0.6317,0.8221
476,0.00065,0.5555,0.5948,0.7954
477,0.00063,0.5429,0.5998,0.8508
478,0.0006,0.5548,0.623,0.8398
479,0.00058,0.5639,0.7354,0.8164
480,0.00055,0.5237,0.6409,0.8117
481,0.00053,0.5396,0.59,0.8436
482,0.0005,0.5383,0.7102,0.7855
483,0.00048,0.5581,0.5665,0.8437
484,0.00045,0.5273,0.6214,0.8345
485,0.00043,0.5999,0.6587,0.8477
486,0.0004,0.5392,0.5758,0.8077
487,0.00037,0.5549,0.6771,0.79
488,0.00035,0.5096,0.5482,0.836
489,0.00032,0.5441,0.6816,0.7911
490,0.0003,0.5542,0.5825,0.8238
491,0.00027,0.5509,0.6759,0.8099
492,0.00024,0.5126,0.6374,0.829
493,0.00021,0.5509,0.7116,0.796
494,0.00019,0.5352,0.6393,0.8035
495,0.00016,0.5633,0.6313,0.8315
496,0.00013,0.5438,0.6318,0.8493
497,0.0001,0.5555,0.6062,0.8322
498,7e-05,0.5289,0.6243,0.8272
499,4e-05,0.5485,0.61,0.815
