epoch,lr,train_loss,val_loss,pseudo_dice
346,0.00346,-0.5354,-0.5803,0.7765
347,0.00344,-0.5515,-0.4698,0.698
348,0.00342,-0.5283,-0.5118,0.726
349,0.0034,-0.5522,-0.5353,0.7457
350,0.00338,-0.5203,-0.5779,0.7798
351,0.00336,-0.5438,-0.5338,0.7555
352,0.00334,-0.5298,-0.5003,0.7341
353,0.00332,-0.5478,-0.5239,0.776
354,0.0033,-0.5409,-0.5264,0.7601
355,0.00328,-0.5416,-0.5385,0.7851
356,0.00326,-0.5568,-0.4666,0.7
357,0.00324,-0.5379,-0.5458,0.7272
358,0.00322,-0.5544,-0.48,0.7416
359,0.0032,-0.5189,-0.4986,0.749
360,0.00318,-0.5358,-0.4773,0.746
361,0.00316,-0.5659,-0.517,0.7022
362,0.00314,-0.535,-0.5358,0.7499
363,0.00312,-0.563,-0.589,0.7663
364,0.0031,-0.5555,-0.4508,0.7413
365,0.00308,-0.5453,-0.2548,0.346
366,0.00306,-0.5196,-0.2944,0.3481
367,0.00304,-0.5535,-0.4647,0.7297
368,0.00302,-0.5388,-0.5776,0.8006
369,0.003,-0.5389,-0.5064,0.7216
370,0.00297,-0.5405,-0.5241,0.7336
371,0.00295,-0.5668,-0.565,0.7621
372,0.00293,-0.5849,-0.5271,0.7591
373,0.00291,-0.5808,-0.5184,0.7728
374,0.00289,-0.5493,-0.486,0.7265
375,0.00287,-0.5461,-0.5124,0.7355
376,0.00285,-0.5548,-0.5419,0.7582
377,0.00283,-0.5407,-0.5347,0.7639
378,0.00281,-0.5658,-0.4975,0.7524
379,0.00279,-0.5713,-0.5299,0.7511
380,0.00277,-0.5663,-0.5486,0.7681
381,0.00275,-0.5663,-0.5176,0.7756
382,0.00273,-0.5762,-0.4673,0.6872
383,0.00271,-0.5805,-0.5404,0.7946
384,0.00268,-0.5704,-0.5675,0.7764
385,0.00266,-0.5809,-0.5386,0.7813
386,0.00264,-0.5819,-0.5543,0.7709
387,0.00262,-0.5521,-0.5563,0.7792
388,0.0026,-0.5656,-0.5588,0.7873
389,0.00258,-0.5717,-0.5511,0.7785
390,0.00256,-0.562,-0.4916,0.7193
391,0.00254,-0.5494,-0.5415,0.7746
392,0.00252,-0.5527,-0.5426,0.7364
393,0.0025,-0.5932,-0.5121,0.7719
394,0.00248,-0.5805,-0.5053,0.7523
395,0.00245,-0.5599,-0.5254,0.7245
396,0.00243,-0.5859,-0.5482,0.8052
397,0.00241,-0.5776,-0.5331,0.7646
398,0.00239,-0.5733,-0.4936,0.7339
399,0.00237,-0.5794,-0.4726,0.7044
400,0.00235,-0.5647,-0.5411,0.7594
401,0.00233,-0.5825,-0.5292,0.7747
402,0.00231,-0.5861,-0.4874,0.7357
403,0.00229,-0.5566,-0.5164,0.7367
404,0.00226,-0.5845,-0.5228,0.7516
405,0.00224,-0.5619,-0.535,0.808
406,0.00222,-0.5782,-0.5374,0.7598
407,0.0022,-0.5679,-0.5914,0.7672
408,0.00218,-0.5704,-0.5521,0.7694
409,0.00216,-0.5663,-0.5207,0.775
410,0.00214,-0.5559,-0.5413,0.7582
411,0.00212,-0.5819,-0.5599,0.7882
412,0.00209,-0.5646,-0.5514,0.788
413,0.00207,-0.5485,-0.5206,0.7529
414,0.00205,-0.5913,-0.5302,0.7517
415,0.00203,-0.5772,-0.5463,0.7631
416,0.00201,-0.5523,-0.5558,0.6759
417,0.00199,-0.583,-0.5481,0.7711
418,0.00196,-0.5959,-0.5338,0.7518
419,0.00194,-0.5813,-0.5211,0.776
420,0.00192,-0.6109,-0.4828,0.6594
421,0.0019,-0.5796,-0.5511,0.7931
422,0.00188,-0.5684,-0.5211,0.7233
423,0.00186,-0.5966,-0.5155,0.7766
424,0.00184,-0.6025,-0.4913,0.7628
425,0.00181,-0.5951,-0.5305,0.7484
426,0.00179,-0.6181,-0.5347,0.7504
427,0.00177,-0.5783,-0.532,0.7792
428,0.00175,-0.6035,-0.5365,0.7437
